=== 316 室外 EEV + 化霜（外机1）===
版本 = [316, 12, 14, 2026, 9, 17]   机型=2 风机=2   BoardAddressSet=1
环温 = 5.0C   翅片1 = 11.0C
**EEVCtrlNum[804] = 99**  <- 本机实际控制几路电磁头；第 99 路之后是未用通道

  ⚠ 室外 EEV 在制热时**应该是有开度的**（按过热度控制）；
     化霜一开始必须归 0 —— 那就是 #2 的判据。

   t | St Tmd | Comp Four Fan | DefC0 | EEV1..4 目标/当前/跑 | CanDef DSig | f1410 Gap0 DefRT | 环温 翅片1 | 动作
    914 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 279/279/0 234/234/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  440     0 |   5.0  11.0 |
    915 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 279/279/0 234/234/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  441     0 |   5.0  11.0 |
    916 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 279/279/0 234/234/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  442     0 |   5.0  11.0 |
    917 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 279/279/0 235/235/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  442     0 |   5.0  11.0 |
    917 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 279/279/0 235/235/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  443     0 |   5.0  11.0 |
    918 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 279/279/0 235/235/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  444     0 |   5.0  11.0 |
    919 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 279/279/0 235/235/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  445     0 |   5.0  11.0 |
    919 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 280/280/0 235/235/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  445     0 |   5.0  11.0 |
    920 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 280/280/0 235/235/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  446     0 |   5.0  11.0 |
    921 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 280/280/0 235/235/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  447     0 |   5.0  11.0 |
    922 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 280/280/0 235/235/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  448     0 |   5.0  11.0 |
    923 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 280/280/0 235/235/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  449     0 |   5.0  11.0 |
    924 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 280/280/0 235/235/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  450     0 |   5.0  11.0 |
    924 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 281/281/0 235/235/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  450     0 |   5.0  11.0 |
    925 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 281/281/0 235/235/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  451     0 |   5.0  11.0 |
    926 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 281/281/0 235/235/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  452     0 |   5.0  11.0 |
    927 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 281/281/0 236/236/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  452     0 |   5.0  11.0 |
    927 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 281/281/0 236/236/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  453     0 |   5.0  11.0 |
    928 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 281/281/0 236/236/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  454     0 |   5.0  11.0 |
    929 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 281/281/0 236/236/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  455     0 |   5.0  11.0 |
    929 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 282/282/0 236/236/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  455     0 |   5.0  11.0 |
    930 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 282/282/0 236/236/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  456     0 |   5.0  11.0 |
    931 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 282/282/0 236/236/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  457     0 |   5.0  11.0 |
    932 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 282/282/0 236/236/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  458     0 |   5.0  11.0 |
    933 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 282/282/0 236/236/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  459     0 |   5.0  11.0 |
    934 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 282/282/0 236/236/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  460     0 |   5.0  11.0 |
    934 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 283/283/0 236/236/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  460     0 |   5.0  11.0 |
    935 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 283/283/0 236/236/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  461     0 |   5.0  11.0 |
    936 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 283/283/0 236/236/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  462     0 |   5.0  11.0 |
    937 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 283/283/0 236/236/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  463     0 |   5.0  11.0 |
    938 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 283/283/0 236/236/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  464     0 |   5.0  11.0 |
    939 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 283/283/0 236/236/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  465     0 |   5.0  11.0 |
    939 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 284/284/0 236/236/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  465     0 |   5.0  11.0 |
    940 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 284/284/0 236/236/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  466     0 |   5.0  11.0 |
    941 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 284/284/0 236/236/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  467     0 |   5.0  11.0 |
    942 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 284/284/0 237/237/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  467     0 |   5.0  11.0 |
    942 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 284/284/0 237/237/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  468     0 |   5.0  11.0 |
    943 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 284/284/0 237/237/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  469     0 |   5.0  11.0 |
    944 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 284/284/0 237/237/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  470     0 |   5.0  11.0 |
    944 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 285/285/0 237/237/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  470     0 |   5.0  11.0 |
    945 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 285/285/0 237/237/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  471     0 |   5.0  11.0 |
    946 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 285/285/0 237/237/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  472     0 |   5.0  11.0 |
    947 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 285/285/0 237/237/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  473     0 |   5.0  11.0 |
    948 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 285/285/0 237/237/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  474     0 |   5.0  11.0 |
    949 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 285/285/0 237/237/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  475     0 |   5.0  11.0 |
    949 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 286/286/0 237/237/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  475     0 |   5.0  11.0 |
    950 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 286/286/0 237/237/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  476     0 |   5.0  11.0 |
    951 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 286/286/0 237/237/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  477     0 |   5.0  11.0 |
    952 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 286/286/0 238/238/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  477     0 |   5.0  11.0 |
    952 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 286/286/0 238/238/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  478     0 |   5.0  11.0 |
    953 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 286/286/0 238/238/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  479     0 |   5.0  11.0 |
    954 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 286/286/0 238/238/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  480     0 |   5.0  11.0 |
    954 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 287/287/0 238/238/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  480     0 |   5.0  11.0 |
    955 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 287/287/0 238/238/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  481     0 |   5.0  11.0 |
    956 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 287/287/0 238/238/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  482     0 |   5.0  11.0 |
    957 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 287/287/0 238/238/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  483     0 |   5.0  11.0 |
    958 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 287/287/0 238/238/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  484     0 |   5.0  11.0 |
    959 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 287/287/0 238/238/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  485     0 |   5.0  11.0 |
    959 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 288/288/0 238/238/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  485     0 |   5.0  11.0 |
    960 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 288/288/0 238/238/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  486     0 |   5.0  11.0 |
    961 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 288/288/0 238/238/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  487     0 |   5.0  11.0 |
    962 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 288/288/0 239/239/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  488     0 |   5.0  11.0 |
    963 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 288/288/0 239/239/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  489     0 |   5.0  11.0 |
    964 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 288/288/0 239/239/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  490     0 |   5.0  11.0 |
    964 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 289/289/0 239/239/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  490     0 |   5.0  11.0 |
    965 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 289/289/0 239/239/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  491     0 |   5.0  11.0 |
    966 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 289/289/0 239/239/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  492     0 |   5.0  11.0 |
    967 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 289/289/0 239/239/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  493     0 |   5.0  11.0 |
    968 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 289/289/0 239/239/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  494     0 |   5.0  11.0 |
    969 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 289/289/0 239/239/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  495     0 |   5.0  11.0 |
    970 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 290/290/0 239/239/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  495     0 |   5.0  11.0 |
    970 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 290/290/0 239/239/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  496     0 |   5.0  11.0 |
    971 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 290/290/0 239/239/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  497     0 |   5.0  11.0 |
    972 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 290/290/0 239/239/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  498     0 |   5.0  11.0 |
    972 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 290/290/0 240/240/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  498     0 |   5.0  11.0 |
    973 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 290/290/0 240/240/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  499     0 |   5.0  11.0 |
    974 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 290/290/0 240/240/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  500     0 |   5.0  11.0 |
    975 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 291/291/0 240/240/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  500     0 |   5.0  11.0 |
    975 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 291/291/0 240/240/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  501     0 |   5.0  11.0 |
    976 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 291/291/0 240/240/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  502     0 |   5.0  11.0 |
    977 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 291/291/0 240/240/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  503     0 |   5.0  11.0 |
    978 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 291/291/0 240/240/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  504     0 |   5.0  11.0 |
    979 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 291/291/0 240/240/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  505     0 |   5.0  11.0 |
    980 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 292/292/0 240/240/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  505     0 |   5.0  11.0 |
    980 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 292/292/0 240/240/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  506     0 |   5.0  11.0 |
    981 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 292/292/0 240/240/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  507     0 |   5.0  11.0 |
    982 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 292/292/0 240/240/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  508     0 |   5.0  11.0 |
    983 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 292/292/0 240/240/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  509     0 |   5.0  11.0 |
    984 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 292/292/0 240/240/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  510     0 |   5.0  11.0 |
    985 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 293/292/0 240/240/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  510     0 |   5.0  11.0 |
    985 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 293/293/0 240/240/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  510     0 |   5.0  11.0 |
    985 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 293/293/0 240/240/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  511     0 |   5.0  11.0 |
    986 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 293/293/0 240/240/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  512     0 |   5.0  11.0 |
    987 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 293/293/0 240/240/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  513     0 |   5.0  11.0 |
    987 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 293/293/0 241/241/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  513     0 |   5.0  11.0 |
    988 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 293/293/0 241/241/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  514     0 |   5.0  11.0 |
    989 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 293/293/0 241/241/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  515     0 |   5.0  11.0 |
    990 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 294/294/0 241/241/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  515     0 |   5.0  11.0 |
    990 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 294/294/0 241/241/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  516     0 |   5.0  11.0 |
    991 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 294/294/0 241/241/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  517     0 |   5.0  11.0 |
    992 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 294/294/0 241/241/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  518     0 |   5.0  11.0 |
    993 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 294/294/0 241/241/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  519     0 |   5.0  11.0 |
    994 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 294/294/0 241/241/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  520     0 |   5.0  11.0 |
    995 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 295/295/0 241/241/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  520     0 |   5.0  11.0 |
    995 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 295/295/0 241/241/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  521     0 |   5.0  11.0 |
    996 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 295/295/0 241/241/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  522     0 |   5.0  11.0 |
    997 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 295/295/0 241/241/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  523     0 |   5.0  11.0 |
    997 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 295/295/0 242/242/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  523     0 |   5.0  11.0 |
    998 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 295/295/0 242/242/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  524     0 |   5.0  11.0 |
    999 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 295/295/0 242/242/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  525     0 |   5.0  11.0 |
   1000 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 295/295/0 242/242/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  526     0 |   5.0  11.0 |
   1001 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 295/295/0 242/242/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  527     0 |   5.0  11.0 |
   1002 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 295/295/0 242/242/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  528     0 |   5.0  11.0 |
   1003 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 295/295/0 242/242/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  529     0 |   5.0  11.0 |
   1004 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 295/295/0 242/242/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  530     0 |   5.0  11.0 |
   1005 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 296/296/0 242/242/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  530     0 |   5.0  11.0 |
   1005 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 296/296/0 242/242/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  531     0 |   5.0  11.0 |
   1006 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 296/296/0 242/242/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  532     0 |   5.0  11.0 |
   1007 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 296/296/0 242/242/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  533     0 |   5.0  11.0 |
   1007 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 296/296/0 243/243/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  533     0 |   5.0  11.0 |
   1008 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 296/296/0 243/243/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  534     0 |   5.0  11.0 |
   1009 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 296/296/0 243/243/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  535     0 |   5.0  11.0 |
   1010 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 297/297/0 243/243/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  535     0 |   5.0  11.0 |
   1010 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 297/297/0 243/243/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  536     0 |   5.0  11.0 |
   1011 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 297/297/0 243/243/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  537     0 |   5.0  11.0 |
   1012 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 297/297/0 243/243/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  538     0 |   5.0  11.0 |
   1013 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 297/297/0 243/243/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  539     0 |   5.0  11.0 |
   1014 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 297/297/0 243/243/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  540     0 |   5.0  11.0 |
   1015 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 298/298/0 243/243/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  540     0 |   5.0  11.0 |
   1015 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 298/298/0 243/243/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  541     0 |   5.0  11.0 |
   1016 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 298/298/0 243/243/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  542     0 |   5.0  11.0 |
   1017 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 298/298/0 243/243/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  543     0 |   5.0  11.0 |
   1017 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 298/298/0 244/244/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  543     0 |   5.0  11.0 |
   1018 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 298/298/0 244/244/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  544     0 |   5.0  11.0 |
   1019 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 298/298/0 244/244/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  545     0 |   5.0  11.0 |
   1020 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 299/299/0 244/244/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  545     0 |   5.0  11.0 |
   1020 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 299/299/0 244/244/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  546     0 |   5.0  11.0 |
   1021 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 299/299/0 244/244/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  547     0 |   5.0  11.0 |
   1022 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 299/299/0 244/244/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  548     0 |   5.0  11.0 |
   1023 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 299/299/0 244/244/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  549     0 |   5.0  11.0 |
   1024 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 299/299/0 244/244/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  550     0 |   5.0  11.0 |
   1025 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 300/300/0 244/244/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  551     0 |   5.0  11.0 |
   1026 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 300/300/0 244/244/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  552     0 |   5.0  11.0 |
   1027 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 300/300/0 244/244/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  553     0 |   5.0  11.0 |
   1027 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 300/300/0 245/245/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  553     0 |   5.0  11.0 |
   1028 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 300/300/0 245/245/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  554     0 |   5.0  11.0 |
   1029 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 300/300/0 245/245/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  555     0 |   5.0  11.0 |
   1030 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 301/301/0 245/245/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  556     0 |   5.0  11.0 |
   1031 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 301/301/0 245/245/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  557     0 |   5.0  11.0 |
   1032 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 301/301/0 245/245/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  558     0 |   5.0  11.0 |
